n_orders_in_system,n_express_orders_pct,avg_due_date_tightness,fraction_already_late,zone_utilization_avg,zone_utilization_std,bottleneck_zone,avg_remaining_proc_time,std_remaining_proc_time,throughput_last_30min,breakdown_flag,n_broken_stations,lunch_break_flag,surge_multiplier,batch_pending_flag,avg_priority_weight,max_tardiness_so_far,sla_breach_rate_current,disruption_intensity,queue_imbalance,job_mix_entropy,time_pressure_ratio,pct_type_A,pct_type_B,pct_type_C,pct_type_D,pct_type_E,count_type_A,count_type_B,count_type_C,count_type_D,count_type_E,label
606.0,0.03795379400253296,-0.8492005467414856,0.49484536051750183,0.5171754360198975,0.18892036378383636,0.8478408455848694,43.268829345703125,11.373934745788574,0.0,1.0,7.0,1.0,1.0750000476837158,0.0,1.4692440032958984,184.343505859375,0.6153846383094788,0.768750011920929,2.435044288635254,2.139498472213745,0.6443299055099487,0.2955326437950134,0.2663230299949646,0.20618556439876556,0.19243986904621124,0.03951890021562576,172.0,155.0,120.0,112.0,23.0,4
624.0,0.0416666679084301,-7.18084716796875,0.5241264700889587,0.5271166563034058,0.1886100172996521,0.859272301197052,43.475486755371094,11.590411186218262,0.0,1.0,10.0,1.0,1.1375000476837158,0.0,1.4647254943847656,184.343505859375,0.6357616186141968,0.784375011920929,2.4470839500427246,2.1544151306152344,0.6871880292892456,0.28785356879234314,0.26123127341270447,0.2063227891921997,0.20133110880851746,0.04326122999191284,173.0,157.0,124.0,121.0,26.0,4
651.0,0.039938557893037796,-12.505139350891113,0.5578446984291077,0.5283921957015991,0.1886385828256607,0.8503789305686951,43.61471176147461,11.451220512390137,0.0,1.0,5.0,1.0,1.2000000476837158,0.0,1.4610142707824707,217.42544555664062,0.6604938507080078,0.800000011920929,2.466158866882324,2.1490232944488525,0.6941362619400024,0.2868462800979614,0.2646592855453491,0.20443740487098694,0.20285262167453766,0.041204437613487244,181.0,167.0,129.0,128.0,26.0,4
710.0,0.04084507003426552,-13.027091979980469,0.539130449295044,0.5251699090003967,0.18578487634658813,0.8464438319206238,43.476829528808594,11.512800216674805,0.0,1.0,8.0,0.0,1.2625000476837158,0.0,1.4582608938217163,223.66107177734375,0.6726190447807312,0.565625011920929,2.4599578380584717,2.153135061264038,0.6724637746810913,0.28260868787765503,0.26376810669898987,0.21014492213726044,0.20144927501678467,0.04202898591756821,195.0,182.0,145.0,139.0,29.0,3
747.0,0.02811245061457157,-18.30824089050293,0.5358126759529114,0.5251790881156921,0.18286080658435822,0.8290507197380066,43.929439544677734,11.167202949523926,0.0,1.0,11.0,0.0,1.3250000476837158,0.0,1.4377410411834717,233.51539611816406,0.6875,0.581250011920929,2.4931769371032715,2.1163835525512695,0.6900826692581177,0.28650137782096863,0.26721763610839844,0.21625344455242157,0.20110192894935608,0.028925620019435883,208.0,194.0,157.0,146.0,21.0,1
782.0,0.026854220777750015,-23.877450942993164,0.5740498304367065,0.5265706777572632,0.1848362237215042,0.8263195157051086,44.03052520751953,11.19880485534668,0.0,1.0,10.0,0.0,1.3875000476837158,0.0,1.4340760707855225,233.51539611816406,0.7010869383811951,0.596875011920929,2.4962494373321533,2.1126043796539307,0.6867627501487732,0.2857142984867096,0.2673656642436981,0.2175622582435608,0.20183485746383667,0.027522936463356018,218.0,204.0,166.0,154.0,21.0,3
839.0,0.025029797106981277,-24.950788497924805,0.542682945728302,0.5258772373199463,0.18344666063785553,0.8047391772270203,44.21733474731445,10.757678031921387,0.0,1.0,8.0,0.0,1.4500000476837158,0.0,1.4373170137405396,265.9338684082031,0.7222222089767456,0.612500011920929,2.5212481021881104,2.103851556777954,0.6585366129875183,0.2926829159259796,0.2658536732196808,0.21829268336296082,0.19756098091602325,0.025609755888581276,240.0,218.0,179.0,162.0,21.0,0
866.0,0.02309468761086464,-32.205570220947266,0.5602836608886719,0.5232813358306885,0.182646706700325,0.7846596837043762,44.407432556152344,10.604995727539062,0.0,1.0,11.0,0.0,1.5,0.0,1.4333332777023315,281.4063720703125,0.738095223903656,0.625,2.539186477661133,2.0977118015289307,0.6725768446922302,0.29314419627189636,0.26477542519569397,0.22104018926620483,0.19739952683448792,0.02364066243171692,248.0,224.0,187.0,167.0,20.0,3
897.0,0.025641025975346565,-40.21879577636719,0.5827664136886597,0.5199308395385742,0.18069081008434296,0.7585043907165527,44.218570709228516,10.889704704284668,0.0,1.0,15.0,0.0,1.5499999523162842,0.0,1.4368480443954468,297.5360107421875,0.7488584518432617,0.637499988079071,2.5331172943115234,2.105473279953003,0.6972789168357849,0.29024943709373474,0.26643991470336914,0.22335600852966309,0.19387754797935486,0.02607709728181362,256.0,235.0,197.0,171.0,23.0,4
960.0,0.0364583320915699,-40.59290313720703,0.5667372941970825,0.5194593071937561,0.18401731550693512,0.7589976191520691,43.984718322753906,11.246929168701172,0.0,1.0,13.0,0.0,1.600000023841858,0.0,1.4543431997299194,310.4411315917969,0.757709264755249,0.6499999761581421,2.518378973007202,2.138587474822998,0.6896186470985413,0.28919491171836853,0.25953391194343567,0.22033898532390594,0.19385592639446259,0.03707627207040787,273.0,245.0,208.0,183.0,35.0,4
1001.0,0.03496503457427025,-45.07326126098633,0.5712831020355225,0.5191885232925415,0.18443529307842255,0.7598788142204285,44.1619987487793,11.028509140014648,0.0,1.0,7.0,0.0,1.649999976158142,0.0,1.4508146047592163,318.5357971191406,0.7698744535446167,0.6625000238418579,2.5326478481292725,2.1348276138305664,0.7036659717559814,0.28716903924942017,0.2617107927799225,0.2230142503976822,0.19246435165405273,0.03564154729247093,282.0,257.0,219.0,189.0,35.0,4
1035.0,0.03188405930995941,-50.286014556884766,0.5988200306892395,0.5200303792953491,0.18444271385669708,0.7637159824371338,44.29280090332031,10.784294128417969,0.0,1.0,6.0,0.0,1.6124999523162842,0.0,1.4440511465072632,326.2090759277344,0.78515625,0.653124988079071,2.5456433296203613,2.1255383491516113,0.7138643264770508,0.2861357033252716,0.2615535855293274,0.23107178509235382,0.18879055976867676,0.03244837746024132,291.0,266.0,235.0,192.0,33.0,4
1085.0,0.02396313287317753,-53.72800064086914,0.5855262875556946,0.5215495824813843,0.18640625476837158,0.7679762244224548,44.581146240234375,10.406781196594238,0.0,1.0,2.0,0.0,1.5750000476837158,0.0,1.4343044757843018,345.0140380859375,0.7977941036224365,0.34375,2.572659492492676,2.09948468208313,0.7180451154708862,0.29323309659957886,0.26033833622932434,0.2321428507566452,0.1898496299982071,0.024436090141534805,312.0,277.0,247.0,202.0,26.0,4
1137.0,0.02990325354039669,-58.179779052734375,0.5913978219032288,0.5237048268318176,0.18630175292491913,0.7598140835762024,44.319583892822266,10.662277221679688,0.0,1.0,6.0,0.0,1.537500023841858,0.0,1.4422938823699951,355.5924987792969,0.8042704463005066,0.6343749761581421,2.5493624210357666,2.1194231510162354,0.7284946441650391,0.2894265353679657,0.259856641292572,0.23028673231601715,0.189964160323143,0.030465949326753616,323.0,290.0,257.0,212.0,34.0,4
1173.0,0.03239556774497032,-64.52470397949219,0.6195840835571289,0.5252373814582825,0.1865025907754898,0.7672861814498901,44.379703521728516,10.865220069885254,0.0,1.0,10.0,0.0,1.5,0.0,1.4409011602401733,366.736083984375,0.8083623647689819,0.625,2.5445170402526855,2.1296262741088867,0.746967077255249,0.2868284285068512,0.2547660171985626,0.2296360433101654,0.19584055244922638,0.0329289436340332,331.0,294.0,265.0,226.0,38.0,4
1225.0,0.034285712987184525,-68.19957733154297,0.6225165724754333,0.5244112610816956,0.18866130709648132,0.7686168551445007,44.27907180786133,10.8345308303833,0.0,1.0,10.0,0.0,1.4500000476837158,0.0,1.447102665901184,372.6098937988281,0.8172757625579834,0.612500011920929,2.5420005321502686,2.1331517696380615,0.7508277893066406,0.2897351086139679,0.25248345732688904,0.23096026480197906,0.19205297529697418,0.03476821258664131,350.0,305.0,279.0,232.0,42.0,4
1262.0,0.03328050673007965,-75.95187377929688,0.6409638524055481,0.5228068232536316,0.18655535578727722,0.7674998641014099,44.22880935668945,10.816736221313477,0.0,1.0,8.0,0.0,1.399999976158142,0.0,1.4490762948989868,393.9172668457031,0.8225806355476379,0.6000000238418579,2.5381362438201904,2.1286184787750244,0.7614457607269287,0.293172687292099,0.2530120611190796,0.229718878865242,0.19036144018173218,0.033734939992427826,365.0,315.0,286.0,237.0,42.0,4
1305.0,0.037547893822193146,-83.0322036743164,0.6640685796737671,0.5261359214782715,0.18522164225578308,0.7686455845832825,44.123504638671875,10.915761947631836,0.0,1.0,7.0,0.0,1.350000023841858,0.0,1.4550272226333618,405.51416015625,0.8253968358039856,0.5874999761581421,2.525148391723633,2.1410839557647705,0.7731878161430359,0.2876071631908417,0.2572096586227417,0.2291504293680191,0.18784099817276,0.03819173946976662,369.0,330.0,294.0,241.0,49.0,3
15.0,0.0,118.83014678955078,0.0,0.23687627911567688,0.3212442696094513,1.0,42.94220733642578,9.127205848693848,0.0,1.0,3.0,0.0,0.6499999761581421,0.0,1.600000023841858,0.0,0.0,0.38749998807907104,2.6457512378692627,1.75,0.0,0.5,0.25,0.125,0.125,0.0,4.0,2.0,1.0,1.0,0.0,3
31.0,0.0,143.55174255371094,0.0,0.2924555242061615,0.29241660237312317,1.0,47.39265441894531,11.325852394104004,0.0,1.0,5.0,0.0,0.75,0.0,1.3799999952316284,0.0,0.0,0.5625,2.6457512378692627,1.85677969455719,0.0,0.3499999940395355,0.20000000298023224,0.10000000149011612,0.3499999940395355,0.0,7.0,4.0,2.0,7.0,0.0,2
60.0,0.0,135.0311279296875,0.0,0.33372026681900024,0.2309277504682541,0.8476219773292542,44.752010345458984,12.246561050415039,0.0,1.0,5.0,0.0,0.8500000238418579,0.0,1.412195086479187,0.0,0.0,0.5375000238418579,2.501516580581665,1.758265733718872,0.0,0.4390243887901306,0.0731707289814949,0.17073170840740204,0.31707316637039185,0.0,18.0,3.0,7.0,13.0,0.0,4
93.0,0.01075268816202879,130.46949768066406,0.0,0.3662866950035095,0.20981888473033905,0.8625175356864929,44.86005783081055,11.973352432250977,0.0,1.0,6.0,0.0,0.949999988079071,0.0,1.4037975072860718,0.0,0.0,0.512499988079071,2.457880973815918,1.9521609544754028,0.0,0.37974682450294495,0.1139240488409996,0.20253165066242218,0.29113924503326416,0.012658228166401386,30.0,9.0,16.0,23.0,1.0,3
108.0,0.0,120.73294067382812,0.0,0.39281129837036133,0.2107330858707428,0.8833620548248291,45.44633483886719,11.075626373291016,0.0,1.0,8.0,0.0,0.9750000238418579,0.0,1.407692313194275,0.0,0.0,0.5062500238418579,2.5475316047668457,1.8881678581237793,0.0,0.3956044018268585,0.12087912112474442,0.24175824224948883,0.24175824224948883,0.0,36.0,11.0,22.0,22.0,0.0,0
141.0,0.021276595070958138,108.30535125732422,0.0,0.41000792384147644,0.22138875722885132,0.9078083038330078,44.33875274658203,11.955619812011719,0.0,1.0,6.0,0.0,1.0,0.0,1.4801652431488037,0.0,0.0,0.5,2.3759000301361084,2.038837432861328,0.07438016682863235,0.38842976093292236,0.1735537201166153,0.1900826394557953,0.22314049303531647,0.024793388321995735,47.0,21.0,23.0,27.0,3.0,4
179.0,0.022346368059515953,104.58641815185547,0.006410256493836641,0.4458276927471161,0.2165294885635376,0.9159947633743286,44.27741622924805,11.807403564453125,0.0,1.0,9.0,0.0,1.024999976158142,0.0,1.4807692766189575,0.0,0.0,0.5062500238418579,2.415977954864502,2.0454936027526855,0.12179487198591232,0.38461539149284363,0.1794871836900711,0.18589743971824646,0.22435897588729858,0.025641025975346565,60.0,28.0,29.0,35.0,4.0,4
203.0,0.014778325334191322,102.29847717285156,0.0220994483679533,0.4804854989051819,0.22228075563907623,0.9585734605789185,44.90238571166992,11.895692825317383,0.0,1.0,6.0,0.0,1.0499999523162842,0.0,1.4303867816925049,16.639720916748047,0.05128205195069313,0.512499988079071,2.4150092601776123,2.0472073554992676,0.16574585437774658,0.3480663001537323,0.19337016344070435,0.20441989600658417,0.23756906390190125,0.016574585810303688,63.0,35.0,37.0,43.0,3.0,0
247.0,0.02024291455745697,94.89510345458984,0.04932735487818718,0.4973066449165344,0.20214740931987762,0.9206174612045288,44.55983352661133,12.166266441345215,0.0,1.0,9.0,0.0,1.0750000476837158,0.0,1.4569506645202637,16.898197174072266,0.06818182021379471,0.518750011920929,2.3914718627929688,2.059265613555908,0.21524663269519806,0.35426008701324463,0.21076233685016632,0.17488789558410645,0.23766815662384033,0.022421523928642273,79.0,47.0,39.0,53.0,5.0,4
279.0,0.0394265241920948,86.08995819091797,0.07003890722990036,0.5129686594009399,0.204741433262825,0.9421435594558716,43.405418395996094,12.730480194091797,0.0,1.0,6.0,0.0,1.100000023841858,0.0,1.491439700126648,39.02694320678711,0.09433962404727936,0.5249999761581421,2.345574140548706,2.1272740364074707,0.2373540848493576,0.34241244196891785,0.21400777995586395,0.18287937343120575,0.21789883077144623,0.04280155524611473,88.0,55.0,47.0,56.0,11.0,3
310.0,0.032258063554763794,79.64601135253906,0.1180555522441864,0.5256173014640808,0.20771968364715576,0.9470455646514893,43.3375358581543,12.450481414794922,0.0,1.0,11.0,0.0,1.125,0.0,1.4850693941116333,46.36758804321289,0.1147540956735611,0.53125,2.357881784439087,2.0988831520080566,0.2881944477558136,0.3506944477558136,0.21875,0.1736111044883728,0.2222222238779068,0.0347222238779068,101.0,63.0,50.0,64.0,10.0,0
351.0,0.028490029275417328,75.36898803710938,0.16158536076545715,0.5264274477958679,0.1818767786026001,0.8788986802101135,43.66584014892578,12.012397766113281,0.0,1.0,11.0,0.0,1.149999976158142,0.0,1.4728658199310303,52.39145278930664,0.14492753148078918,0.5375000238418579,2.4007670879364014,2.0912909507751465,0.32621949911117554,0.35060974955558777,0.21036584675312042,0.18902438879013062,0.2195121943950653,0.030487805604934692,115.0,69.0,62.0,72.0,10.0,0
386.0,0.036269430071115494,66.81956481933594,0.18082191050052643,0.5390347242355347,0.169015035033226,0.8438098430633545,43.363399505615234,12.068302154541016,0.0,1.0,9.0,0.0,1.0125000476837158,0.0,1.4928767681121826,72.3410415649414,0.21250000596046448,0.503125011920929,2.3769946098327637,2.1104018688201904,0.3589041233062744,0.3506849408149719,0.21643835306167603,0.18082191050052643,0.2136986255645752,0.03835616260766983,128.0,79.0,66.0,78.0,14.0,1
402.0,0.03233831003308296,58.27175521850586,0.2155844122171402,0.5285474061965942,0.16081947088241577,0.8078396916389465,43.367591857910156,12.009859085083008,0.0,1.0,5.0,0.0,0.875,0.0,1.4851948022842407,80.11490631103516,0.23655913770198822,0.53125,2.413822889328003,2.100973606109619,0.40779221057891846,0.34805193543434143,0.22337661683559418,0.18441557884216309,0.2103896141052246,0.033766232430934906,134.0,86.0,71.0,81.0,13.0,4
419.0,0.01909307949244976,52.240848541259766,0.27889448404312134,0.5420494675636292,0.1579049974679947,0.7983271479606628,44.006805419921875,11.668257713317871,0.0,1.0,5.0,0.0,0.737500011920929,0.0,1.4507538080215454,93.49263763427734,0.26213592290878296,0.565625011920929,2.4658522605895996,2.0651819705963135,0.44472360610961914,0.34170854091644287,0.2261306494474411,0.1909547746181488,0.22110553085803986,0.02010050229728222,136.0,90.0,76.0,88.0,8.0,0
446.0,0.01569506712257862,45.52519226074219,0.29383885860443115,0.5424417853355408,0.16136668622493744,0.8096858263015747,44.27366638183594,11.4458646774292,0.0,1.0,7.0,0.0,0.6000000238418579,0.0,1.443127989768982,108.79261016845703,0.28828829526901245,0.6000000238418579,2.482846975326538,2.057065725326538,0.5023696422576904,0.3364928960800171,0.23222748935222626,0.2014217972755432,0.2132701426744461,0.016587678343057632,142.0,98.0,85.0,90.0,7.0,0
459.0,0.021786492317914963,36.517974853515625,0.3493150770664215,0.5484541058540344,0.1671392321586609,0.8263155817985535,44.076107025146484,11.743943214416504,0.0,1.0,9.0,0.0,0.6875,0.0,1.4575341939926147,122.0311508178711,0.3442623019218445,0.578125,2.467862367630005,2.076737403869629,0.534246563911438,0.3378995358943939,0.232876718044281,0.1940639317035675,0.21232876181602478,0.02283105067908764,148.0,102.0,85.0,93.0,10.0,0
472.0,0.008474576286971569,29.535938262939453,0.3794642984867096,0.5607562065124512,0.17053818702697754,0.842189371585846,44.669185638427734,11.328800201416016,0.0,1.0,6.0,0.0,0.7749999761581421,0.0,1.435937523841858,122.68457794189453,0.3909774422645569,0.5562499761581421,2.518965005874634,2.01491641998291,0.5714285969734192,0.3504464328289032,0.2254464328289032,0.1897321492433548,0.2254464328289032,0.008928571827709675,157.0,101.0,85.0,101.0,4.0,4
502.0,0.009960159659385681,24.675270080566406,0.4142259359359741,0.5688564777374268,0.17066137492656708,0.8573381304740906,44.89945983886719,11.397289276123047,0.0,1.0,7.0,0.0,0.862500011920929,0.0,1.438702940940857,122.73241424560547,0.3931034505367279,0.534375011920929,2.520575761795044,2.021547794342041,0.589958131313324,0.3472803235054016,0.23221758008003235,0.18200837075710297,0.22803346812725067,0.01046025101095438,166.0,111.0,87.0,109.0,5.0,0
520.0,0.007692307699471712,14.803814888000488,0.4509018063545227,0.5657610297203064,0.1721118986606598,0.844973623752594,44.82709884643555,11.338531494140625,0.0,1.0,4.0,0.0,0.949999988079071,0.0,1.435671329498291,163.66888427734375,0.40789473056793213,0.4124999940395355,2.5020415782928467,2.0105271339416504,0.6412825584411621,0.34669339656829834,0.236472949385643,0.18236473202705383,0.22645290195941925,0.008016032166779041,173.0,118.0,91.0,113.0,4.0,3
537.0,0.0074487896636128426,10.048419952392578,0.466796875,0.5817979574203491,0.1768140345811844,0.8776738047599792,45.11719512939453,11.272884368896484,0.0,1.0,6.0,1.0,1.0125000476837158,0.0,1.4208984375,163.66888427734375,0.4000000059604645,0.753125011920929,2.5289342403411865,2.0185763835906982,0.65234375,0.33203125,0.240234375,0.185546875,0.234375,0.0078125,170.0,123.0,95.0,120.0,4.0,0
585.0,0.015384615398943424,6.041188716888428,0.4716311991214752,0.5780645608901978,0.17243164777755737,0.8600147366523743,44.734004974365234,11.782182693481445,0.0,1.0,8.0,1.0,1.0750000476837158,0.0,1.436347484588623,187.8389892578125,0.41818180680274963,0.768750011920929,2.4917852878570557,2.0517711639404297,0.6507092118263245,0.33156028389930725,0.2393617033958435,0.17907801270484924,0.23404255509376526,0.01595744676887989,187.0,135.0,101.0,132.0,9.0,4
623.0,0.01123595517128706,1.3162044286727905,0.49666666984558105,0.5817683339118958,0.17212867736816406,0.8623433709144592,44.9176139831543,11.36596965789795,0.0,1.0,9.0,1.0,1.1375000476837158,0.0,1.434166669845581,205.2305908203125,0.4360465109348297,0.784375011920929,2.5063209533691406,2.0305583477020264,0.6399999856948853,0.33666667342185974,0.24166665971279144,0.17666666209697723,0.23333333432674408,0.011666666716337204,202.0,145.0,106.0,140.0,7.0,1
661.0,0.01664145290851593,-3.407947301864624,0.5155763030052185,0.5809944868087769,0.1786586195230484,0.8765242099761963,44.66073226928711,11.658937454223633,0.0,1.0,8.0,1.0,1.2000000476837158,0.0,1.4426791667938232,213.70809936523438,0.43888887763023376,0.800000011920929,2.4782063961029053,2.053220748901367,0.6510903239250183,0.336448609828949,0.23676012456417084,0.17757008969783783,0.23208722472190857,0.017133956775069237,216.0,152.0,114.0,149.0,11.0,4
720.0,0.02638888917863369,-4.863733291625977,0.5007112622261047,0.5769764184951782,0.17892390489578247,0.8789265751838684,44.472877502441406,11.77017593383789,0.0,1.0,10.0,0.0,1.2625000476837158,0.0,1.4607397317886353,228.29486083984375,0.4545454680919647,0.565625011920929,2.4543097019195557,2.088575839996338,0.6358463764190674,0.33428165316581726,0.23470839858055115,0.17923186719417572,0.2247510701417923,0.027027027681469917,235.0,165.0,126.0,158.0,19.0,1
754.0,0.030503978952765465,-10.068218231201172,0.5027247667312622,0.5790411233901978,0.17906484007835388,0.8765288591384888,44.428409576416016,11.860928535461426,0.0,1.0,10.0,0.0,1.3250000476837158,0.0,1.4705722332000732,233.58157348632812,0.4769230782985687,0.581250011920929,2.466581344604492,2.099616289138794,0.6498637795448303,0.3378746509552002,0.2288828343153,0.17983651161193848,0.2220708429813385,0.031335148960351944,248.0,168.0,132.0,163.0,23.0,0
795.0,0.03144654259085655,-14.543778419494629,0.5206718444824219,0.5811594128608704,0.1848471462726593,0.8779223561286926,44.30982208251953,11.842556953430176,0.0,1.0,10.0,0.0,1.3875000476837158,0.0,1.4762274026870728,249.0120391845703,0.49753695726394653,0.596875011920929,2.468114137649536,2.0982844829559326,0.6498708128929138,0.34237727522850037,0.22739018499851227,0.17571058869361877,0.2222222238779068,0.032299742102622986,265.0,176.0,136.0,172.0,25.0,4
840.0,0.03690476343035698,-20.866331100463867,0.5317073464393616,0.5789424777030945,0.1850278228521347,0.8803187012672424,43.99699401855469,12.023395538330078,0.0,1.0,8.0,0.0,1.4500000476837158,0.0,1.4930487871170044,264.3460388183594,0.5096153616905212,0.612500011920929,2.4492809772491455,2.109579086303711,0.6695122122764587,0.34512194991111755,0.23048780858516693,0.17195121943950653,0.21463415026664734,0.03780487924814224,283.0,189.0,141.0,176.0,31.0,0
864.0,0.0381944440305233,-29.17827796936035,0.5616113543510437,0.5785074234008789,0.1857563555240631,0.8851832151412964,43.8824348449707,11.947508811950684,0.0,1.0,8.0,0.0,1.5,0.0,1.4952607154846191,273.5478820800781,0.5233644843101501,0.625,2.444303274154663,2.1134040355682373,0.6919431090354919,0.34478673338890076,0.22985781729221344,0.17298577725887299,0.2132701426744461,0.03909952566027641,291.0,194.0,146.0,180.0,33.0,4
899.0,0.03448275849223137,-35.41871643066406,0.5802047848701477,0.5766774415969849,0.18455636501312256,0.8785555958747864,43.992897033691406,11.838150978088379,0.0,1.0,7.0,0.0,1.5499999523162842,0.0,1.4869168996810913,285.94573974609375,0.5384615659713745,0.637499988079071,2.4521515369415283,2.1038615703582764,0.7167235612869263,0.34584754705429077,0.2275312840938568,0.17519909143447876,0.21615472435951233,0.03526734933257103,304.0,200.0,154.0,190.0,31.0,4
968.0,0.040289256721735,-36.31980514526367,0.5720294713973999,0.5741780996322632,0.1879233866930008,0.8880879282951355,43.66265869140625,12.062553405761719,0.0,1.0,7.0,0.0,1.600000023841858,0.0,1.4951629638671875,297.7479553222656,0.5526315569877625,0.6499999761581421,2.4321560859680176,2.12052059173584,0.7013669610023499,0.3438485860824585,0.22397476434707642,0.17770767211914062,0.21345952153205872,0.041009463369846344,327.0,213.0,169.0,203.0,39.0,4
1017.0,0.04719763994216919,-41.88319396972656,0.578000009059906,0.571165919303894,0.18665628135204315,0.8793652653694153,43.465579986572266,12.15281867980957,0.0,1.0,8.0,0.0,1.649999976158142,0.0,1.5088000297546387,312.2369689941406,0.5641025900840759,0.6625000238418579,2.4158973693847656,2.1387150287628174,0.7039999961853027,0.33899998664855957,0.23000000417232513,0.1770000010728836,0.20600000023841858,0.04800000041723251,339.0,230.0,177.0,206.0,48.0,3
1060.0,0.04716981202363968,-46.858985900878906,0.5973154306411743,0.5744319558143616,0.1895275115966797,0.8801209330558777,43.515464782714844,12.233529090881348,0.0,1.0,8.0,0.0,1.6124999523162842,0.0,1.5074784755706787,312.2369689941406,0.5767635107040405,0.653124988079071,2.419173240661621,2.138990879058838,0.7219558954238892,0.3394055664539337,0.22722914814949036,0.17833173274993896,0.2070949226617813,0.04793863743543625,354.0,237.0,186.0,216.0,50.0,4
1118.0,0.04919499158859253,-49.735164642333984,0.5996360182762146,0.574794352054596,0.1883472353219986,0.8659664392471313,43.55015563964844,12.18628215789795,0.0,1.0,8.0,0.0,1.5750000476837158,0.0,1.5084621906280518,337.4410400390625,0.5870445370674133,0.643750011920929,2.424964189529419,2.144782543182373,0.7252047061920166,0.3357597887516022,0.2292993664741516,0.17470428347587585,0.21019108593463898,0.050045497715473175,369.0,252.0,192.0,231.0,55.0,4
1159.0,0.04831751435995102,-55.57456970214844,0.6105263233184814,0.5741844773292542,0.18992237746715546,0.8743885159492493,43.63098907470703,12.133148193359375,0.0,1.0,10.0,0.0,1.537500023841858,0.0,1.5068421363830566,343.5862121582031,0.6031128168106079,0.6343749761581421,2.4253153800964355,2.1446220874786377,0.7298245429992676,0.33245614171028137,0.23508772253990173,0.1763157844543457,0.20701754093170166,0.04912280663847923,379.0,268.0,201.0,236.0,56.0,4
1183.0,0.03972950205206871,-63.28771209716797,0.6312178373336792,0.5713954567909241,0.18643710017204285,0.8727945685386658,43.82724380493164,11.804030418395996,0.0,1.0,10.0,0.0,1.5,0.0,1.4966552257537842,361.8576354980469,0.6263736486434937,0.625,2.4534173011779785,2.1201260089874268,0.7478559017181396,0.3387649953365326,0.2375643253326416,0.17581474781036377,0.2075471729040146,0.04030874744057655,395.0,277.0,205.0,242.0,47.0,3
1246.0,0.04093097895383835,-66.97173309326172,0.6279447674751282,0.5682828426361084,0.18416781723499298,0.8620393872261047,43.67863082885742,11.7391939163208,0.0,1.0,6.0,0.0,1.4500000476837158,0.0,1.4995125532150269,373.5057678222656,0.6421052813529968,0.612500011920929,2.4447739124298096,2.1244149208068848,0.7449228167533875,0.336311936378479,0.24126726388931274,0.1795288324356079,0.20146222412586212,0.041429731994867325,414.0,297.0,221.0,248.0,51.0,0
1295.0,0.041698843240737915,-70.6615219116211,0.6319499015808105,0.5700922012329102,0.187411829829216,0.8671204447746277,43.73650360107422,11.662620544433594,0.0,1.0,3.0,0.0,1.399999976158142,0.0,1.5012528896331787,389.4497375488281,0.6518771052360535,0.4000000059604645,2.45666241645813,2.1262381076812744,0.748629629611969,0.33672669529914856,0.24040719866752625,0.17932654917240143,0.20125293731689453,0.04228660836815834,430.0,307.0,229.0,257.0,54.0,3
1329.0,0.04439428076148033,-78.81218719482422,0.6536994576454163,0.5683553218841553,0.18820782005786896,0.8690232634544373,43.690460205078125,11.720498085021973,0.0,1.0,7.0,0.0,1.350000023841858,0.0,1.5028985738754272,392.7663879394531,0.6565656661987305,0.5874999761581421,2.4481821060180664,2.1346077919006348,0.7726926207542419,0.3333333432674408,0.2402745932340622,0.17848969995975494,0.2028985470533371,0.04500381276011467,437.0,315.0,234.0,266.0,59.0,3
15.0,0.0,196.9610595703125,0.0,0.1860264390707016,0.2785581648349762,0.8154863119125366,41.40611267089844,7.672451972961426,0.0,1.0,3.0,0.0,0.6499999761581421,0.0,1.4777777194976807,0.0,0.0,0.38749998807907104,2.6457512378692627,1.7527152299880981,0.0,0.4444444477558136,0.1111111119389534,0.3333333432674408,0.1111111119389534,0.0,4.0,1.0,3.0,1.0,0.0,1
37.0,0.0,193.08700561523438,0.0,0.30375781655311584,0.28662386536598206,0.8968970775604248,41.13386917114258,6.816048622131348,0.0,1.0,2.0,0.0,0.75,0.0,1.4291666746139526,0.0,0.0,0.26249998807907104,2.6457512378692627,1.7170907258987427,0.0,0.3333333432674408,0.2083333283662796,0.4166666567325592,0.0416666679084301,0.0,8.0,5.0,10.0,1.0,0.0,1
56.0,0.0,190.6597137451172,0.0,0.3811056613922119,0.26952746510505676,1.0,43.27461624145508,9.148983001708984,0.0,1.0,6.0,0.0,0.8500000238418579,0.0,1.4473683834075928,0.0,0.0,0.5375000238418579,2.6457512378692627,1.928087592124939,0.0,0.34210526943206787,0.2631579041481018,0.2631579041481018,0.1315789520740509,0.0,13.0,10.0,10.0,5.0,0.0,4
92.0,0.010869565419852734,187.62066650390625,0.0,0.415870726108551,0.269440233707428,1.0,42.07875061035156,9.369796752929688,0.0,1.0,7.0,0.0,0.949999988079071,0.0,1.4295774698257446,0.0,0.0,0.512499988079071,2.5191588401794434,2.010856866836548,0.0,0.2535211145877838,0.35211268067359924,0.23943662643432617,0.14084507524967194,0.014084506779909134,18.0,25.0,17.0,10.0,1.0,5
