n_orders_in_system,n_express_orders_pct,avg_due_date_tightness,fraction_already_late,zone_utilization_avg,zone_utilization_std,bottleneck_zone,avg_remaining_proc_time,std_remaining_proc_time,throughput_last_30min,breakdown_flag,n_broken_stations,lunch_break_flag,surge_multiplier,batch_pending_flag,avg_priority_weight,max_tardiness_so_far,sla_breach_rate_current,disruption_intensity,queue_imbalance,job_mix_entropy,time_pressure_ratio,pct_type_A,pct_type_B,pct_type_C,pct_type_D,pct_type_E,count_type_A,count_type_B,count_type_C,count_type_D,count_type_E,label
184.0,0.0,410.91876220703125,0.0,0.4963756799697876,0.3761273920536041,1.0,33.2492561340332,4.1122355461120605,0.0,0.0,0.0,0.0,1.0125000476837158,0.0,0.9994083046913147,0.0,0.0,0.0031250000465661287,2.2323224544525146,0.18077261745929718,0.0,0.0,0.005917159840464592,0.976331353187561,0.017751479521393776,0.0,0.0,1.0,165.0,3.0,0.0,4
198.0,0.0,401.2688293457031,0.0,0.49788418412208557,0.3782968521118164,1.0,32.735904693603516,4.990993976593018,0.0,0.0,0.0,0.0,0.875,0.0,1.003260850906372,0.0,0.0,0.03125,2.1696698665618896,0.1728360950946808,0.0,0.0,0.010869565419852734,0.97826087474823,0.010869565419852734,0.0,0.0,2.0,180.0,2.0,0.0,4
201.0,0.0,392.4186096191406,0.0,0.4997433125972748,0.38018137216567993,1.0,32.84355545043945,4.7567524909973145,0.0,1.0,2.0,0.0,0.737500011920929,0.0,1.0032258033752441,0.0,0.0,0.265625,2.163482427597046,0.1713167428970337,0.0,0.0,0.01075268816202879,0.9784946441650391,0.01075268816202879,0.0,0.0,2.0,182.0,2.0,0.0,4
214.0,0.0,387.8447265625,0.0,0.5017747282981873,0.38023799657821655,1.0,32.85557556152344,4.532321929931641,0.0,1.0,1.0,0.0,0.6000000238418579,0.0,1.0030150413513184,0.0,0.0,0.20000000298023224,2.1573596000671387,0.16210496425628662,0.0,0.0,0.01005025114864111,0.979899525642395,0.01005025114864111,0.0,0.0,2.0,195.0,2.0,0.0,4
217.0,0.0,378.38330078125,0.0,0.5059151649475098,0.3821790814399719,1.0,32.90558624267578,4.362926959991455,0.0,0.0,0.0,0.0,0.6875,0.0,1.0029851198196411,0.0,0.0,0.078125,2.1172704696655273,0.16078199446201324,0.0,0.0,0.009950248524546623,0.9800994992256165,0.009950248524546623,0.0,0.0,2.0,197.0,2.0,0.0,2
225.0,0.0,372.3297119140625,0.0,0.504416286945343,0.38015303015708923,1.0,32.900657653808594,4.637210369110107,0.0,0.0,0.0,0.0,0.7749999761581421,0.0,1.0057415962219238,0.0,0.0,0.05624999850988388,2.083439588546753,0.25779587030410767,0.0,0.0047846888191998005,0.009569377638399601,0.9665071964263916,0.019138755276799202,0.0,1.0,2.0,202.0,4.0,0.0,5
237.0,0.0,365.8671875,0.0,0.5041320323944092,0.37856897711753845,1.0,32.783145904541016,4.9524030685424805,0.0,0.0,0.0,0.0,0.862500011920929,0.0,1.0099098682403564,0.0,0.0,0.03437500074505806,2.073775291442871,0.2778666019439697,0.0,0.009009009227156639,0.009009009227156639,0.9639639854431152,0.018018018454313278,0.0,2.0,2.0,214.0,4.0,0.0,4
243.0,0.0,359.0229187011719,0.0,0.5054382681846619,0.37842220067977905,1.0,32.92379379272461,4.682882785797119,0.0,0.0,0.0,0.0,0.949999988079071,0.0,1.0147186517715454,0.0,0.0,0.012500000186264515,2.0799007415771484,0.2971377372741699,0.0,0.008658008649945259,0.017316017299890518,0.9610389471054077,0.012987012974917889,0.0,2.0,4.0,222.0,3.0,0.0,4
261.0,0.0,353.81988525390625,0.0,0.5067183375358582,0.3782283365726471,1.0,32.85234451293945,4.778789520263672,0.0,0.0,0.0,1.0,1.0125000476837158,0.0,1.0219511985778809,0.0,0.0,0.25312501192092896,2.0782976150512695,0.3543645143508911,0.0,0.012195121496915817,0.024390242993831635,0.9512194991111755,0.012195121496915817,0.0,3.0,6.0,234.0,3.0,0.0,4
275.0,0.0,352.8666076660156,0.0,0.5089744925498962,0.37940678000450134,1.0,33.06621551513672,4.623073577880859,0.0,0.0,0.0,1.0,1.0750000476837158,0.0,1.0210727453231812,0.0,0.0,0.26875001192092896,2.1088778972625732,0.4038654565811157,0.0,0.01149425283074379,0.026819923892617226,0.9425287246704102,0.019157087430357933,0.0,3.0,7.0,246.0,5.0,0.0,4
291.0,0.0,348.1495361328125,0.0,0.506679356098175,0.37697067856788635,1.0,33.02233123779297,4.681107044219971,0.0,1.0,1.0,1.0,1.1375000476837158,0.0,1.0199999809265137,0.0,0.0,0.3843750059604645,2.098881244659424,0.3875363767147064,0.0,0.010909090749919415,0.02545454539358616,0.9454545378684998,0.0181818176060915,0.0,3.0,7.0,260.0,5.0,0.0,4
312.0,0.0,347.72711181640625,0.0,0.507683515548706,0.3794873356819153,1.0,33.169185638427734,4.650646209716797,0.0,0.0,0.0,1.0,1.2000000476837158,0.0,1.0184563398361206,0.0,0.0,0.30000001192092896,2.1194350719451904,0.3636171817779541,0.0,0.010067113675177097,0.02348993346095085,0.9496644139289856,0.016778523102402687,0.0,3.0,7.0,283.0,5.0,0.0,4
334.0,0.0,344.7870178222656,0.0,0.5032232403755188,0.3766802251338959,1.0,33.13245391845703,4.616727828979492,0.0,0.0,0.0,0.0,1.2625000476837158,0.0,1.0188679695129395,0.0,0.0,0.06562499701976776,2.133244037628174,0.3620566725730896,0.0,0.009433962404727936,0.025157231837511063,0.9496855139732361,0.015723271295428276,0.0,3.0,8.0,302.0,5.0,0.0,4
351.0,0.0,336.63519287109375,0.0,0.5043302178382874,0.37905386090278625,1.0,32.929718017578125,4.854032516479492,0.0,0.0,0.0,0.0,1.3250000476837158,0.0,1.0267062187194824,0.0,0.0,0.08124999701976776,2.1123740673065186,0.41386878490448,0.0,0.014836795628070831,0.029673591256141663,0.9406528472900391,0.014836795628070831,0.0,5.0,10.0,317.0,5.0,0.0,4
364.0,0.0,331.74517822265625,0.0,0.5048487782478333,0.3783043920993805,0.9987072348594666,32.982574462890625,4.674636363983154,0.0,0.0,0.0,0.0,1.3875000476837158,0.0,1.0284900665283203,0.0,0.0,0.09687499701976776,2.1281096935272217,0.428779274225235,0.0,0.014245014637708664,0.03418803587555885,0.9373219609260559,0.014245014637708664,0.0,5.0,12.0,329.0,5.0,0.0,4
396.0,0.0,332.6526794433594,0.0,0.5050694942474365,0.37795090675354004,1.0,33.06434631347656,4.606921672821045,0.0,0.0,0.0,0.0,1.4500000476837158,0.0,1.0265957117080688,0.0,0.0,0.11249999701976776,2.139118194580078,0.4062612056732178,0.0,0.013297872617840767,0.03191489353775978,0.9414893388748169,0.013297872617840767,0.0,5.0,12.0,354.0,5.0,0.0,4
414.0,0.0,328.09454345703125,0.0,0.5058659315109253,0.37793031334877014,1.0,33.00960159301758,4.646006107330322,0.0,1.0,1.0,0.0,1.5,0.0,1.026448369026184,0.0,0.0,0.22499999403953552,2.1326892375946045,0.4016009271144867,0.0,0.012594458647072315,0.032745592296123505,0.9420654773712158,0.012594458647072315,0.0,5.0,13.0,374.0,5.0,0.0,1
426.0,0.0,323.97430419921875,0.0,0.5082641839981079,0.3782086968421936,1.0,33.124271392822266,4.529273986816406,0.0,0.0,0.0,0.0,1.5499999523162842,0.0,1.0246305465698242,0.0,0.0,0.13750000298023224,2.154163122177124,0.38241860270500183,0.0,0.012315270490944386,0.029556650668382645,0.9458128213882446,0.012315270490944386,0.0,5.0,12.0,384.0,5.0,0.0,4
453.0,0.0,319.9366149902344,0.0,0.5089907646179199,0.3778497278690338,1.0,33.06027603149414,4.723740577697754,0.0,0.0,0.0,0.0,1.600000023841858,0.0,1.0256292819976807,0.0,0.0,0.15000000596046448,2.1598522663116455,0.3687063753604889,0.0,0.011441648006439209,0.032036613672971725,0.9473684430122375,0.009153317660093307,0.0,5.0,14.0,414.0,4.0,0.0,4
479.0,0.0,319.5719909667969,0.0,0.508956789970398,0.3782566785812378,1.0,33.14033508300781,4.683475971221924,0.0,0.0,0.0,0.0,1.649999976158142,0.0,1.0226292610168457,0.0,0.0,0.16249999403953552,2.190333843231201,0.3550737500190735,0.0021551724057644606,0.010775862261652946,0.02801724150776863,0.9504310488700867,0.010775862261652946,0.0,5.0,13.0,441.0,5.0,0.0,0
498.0,0.0,315.59710693359375,0.0020790020935237408,0.5108699798583984,0.3787369728088379,1.0,33.17502975463867,4.627915382385254,0.0,0.0,0.0,0.0,1.6124999523162842,0.0,1.0239084959030151,0.0,0.0,0.15312500298023224,2.205944538116455,0.3583335280418396,0.0020790020935237408,0.012474012561142445,0.027027027681469917,0.9501039385795593,0.010395010001957417,0.0,6.0,13.0,457.0,5.0,0.0,0
529.0,0.0,314.53582763671875,0.001949317753314972,0.5101609826087952,0.3779655694961548,1.0,33.281471252441406,4.502924919128418,0.0,0.0,0.0,0.0,1.5750000476837158,0.0,1.0214425325393677,0.0,0.0,0.14374999701976776,2.221968173980713,0.3301219344139099,0.003898635506629944,0.011695906519889832,0.023391813039779663,0.955165684223175,0.00974658876657486,0.0,6.0,12.0,490.0,5.0,0.0,0
553.0,0.0,311.1682434082031,0.0037313431967049837,0.5122907757759094,0.3797840178012848,1.0,33.221343994140625,4.383798122406006,0.0,0.0,0.0,0.0,1.537500023841858,0.0,1.0223881006240845,0.0,0.0,0.13437500596046448,2.243142604827881,0.33851251006126404,0.005597014911472797,0.011194029822945595,0.026119403541088104,0.9533582329750061,0.009328357875347137,0.0,6.0,14.0,511.0,5.0,0.0,0
564.0,0.0,303.7904968261719,0.005474452394992113,0.5114758014678955,0.37867704033851624,1.0,33.326812744140625,4.364780902862549,0.0,0.0,0.0,0.0,1.5,0.0,1.0224452018737793,0.0,0.0,0.125,2.251159191131592,0.35401636362075806,0.005474452394992113,0.010948904789984226,0.027372263371944427,0.9507299065589905,0.010948904789984226,0.0,6.0,15.0,521.0,6.0,0.0,0
593.0,0.0,299.6592712402344,0.005199306644499302,0.510732114315033,0.37861403822898865,1.0,33.31785202026367,4.377809047698975,0.0,0.0,0.0,0.0,1.4500000476837158,0.0,1.025649905204773,0.0,0.0,0.11249999701976776,2.2559261322021484,0.3705350458621979,0.005199306644499302,0.013864818029105663,0.027729636058211327,0.9480069279670715,0.010398613288998604,0.0,8.0,16.0,547.0,6.0,0.0,0
616.0,0.0,296.5848693847656,0.003338898066431284,0.5120102763175964,0.3793140947818756,1.0,33.3924446105957,4.372951030731201,0.0,0.0,0.0,0.0,1.399999976158142,0.0,1.023038387298584,0.0,0.0,0.10000000149011612,2.2690305709838867,0.3492709994316101,0.00500834733247757,0.011686143465340137,0.02671118453145027,0.9515859484672546,0.01001669466495514,0.0,7.0,16.0,570.0,6.0,0.0,0
624.0,0.0,286.9638977050781,0.003284072270616889,0.511760950088501,0.3775850236415863,1.0,33.270118713378906,4.321888446807861,0.0,0.0,0.0,0.0,1.350000023841858,0.0,1.0246305465698242,0.0,0.0,0.08749999850988388,2.261983871459961,0.34396523237228394,0.008210180327296257,0.013136289082467556,0.026272578164935112,0.9523809552192688,0.008210180327296257,0.0,8.0,16.0,580.0,5.0,0.0,0
7.0,0.0,999.0,0.0,0.20433259010314941,0.2591395676136017,0.731741189956665,0.0,0.0,0.0,0.0,0.0,0.0,0.6499999761581421,0.0,1.0,0.0,0.0,0.08749999850988388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
20.0,0.0,623.7205200195312,0.0,0.28563955426216125,0.27818745374679565,0.8198336958885193,27.02745819091797,2.273611307144165,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0625,1.8027756214141846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4
28.0,0.0,597.3961791992188,0.0,0.3534032702445984,0.3001593351364136,0.8679437041282654,27.464540481567383,3.1940205097198486,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,1.0714285373687744,0.0,0.0,0.03750000149011612,1.9325356483459473,0.3712323307991028,0.0,0.0714285746216774,0.0,0.9285714030265808,0.0,0.0,1.0,0.0,13.0,0.0,0.0,2
45.0,0.0,623.4356689453125,0.0,0.38995227217674255,0.31307584047317505,0.9042313098907471,28.766592025756836,4.929705619812012,0.0,1.0,1.0,0.0,0.949999988079071,0.0,0.9931034445762634,0.0,0.0,0.11249999701976776,2.15427565574646,0.21639692783355713,0.0,0.0,0.0,0.9655172228813171,0.03448275849223137,0.0,0.0,0.0,28.0,1.0,0.0,2
50.0,0.0,590.1475219726562,0.0,0.40967968106269836,0.31905582547187805,0.905908465385437,27.725317001342773,5.2287211418151855,0.0,1.0,1.0,0.0,0.9750000238418579,0.0,1.0756757259368896,0.0,0.0,0.10625000298023224,1.9124367237091064,0.5818886756896973,0.0,0.0810810774564743,0.0,0.8918918967247009,0.027027027681469917,0.0,3.0,0.0,33.0,1.0,0.0,2
50.0,0.0,588.1079711914062,0.0,0.44955986738204956,0.3467714190483093,0.9566149711608887,27.95069694519043,3.8087732791900635,0.0,0.0,0.0,0.0,1.0,0.0,1.0571428537368774,0.0,0.0,0.0,1.9858684539794922,0.3159971237182617,0.0,0.05714285746216774,0.0,0.9428571462631226,0.0,0.0,2.0,0.0,33.0,0.0,0.0,4
73.0,0.0,590.0258178710938,0.0,0.4554915130138397,0.34479618072509766,0.9726437330245972,28.113075256347656,4.507590293884277,0.0,0.0,0.0,0.0,1.024999976158142,0.0,1.0620689392089844,0.0,0.0,0.0062500000931322575,2.0536792278289795,0.5748281478881836,0.0,0.06896551698446274,0.0,0.8965517282485962,0.03448275849223137,0.0,4.0,0.0,52.0,2.0,0.0,2
85.0,0.0,588.9415283203125,0.0,0.45360538363456726,0.3395999073982239,0.9479201436042786,28.677993774414062,4.170244216918945,0.0,0.0,0.0,0.0,1.0499999523162842,0.0,1.0399999618530273,0.0,0.0,0.012500000186264515,2.0442054271698,0.36235588788986206,0.0,0.04285714402794838,0.0,0.9428571462631226,0.014285714365541935,0.0,3.0,0.0,66.0,1.0,0.0,4
95.0,0.0,577.1688842773438,0.0,0.4683682322502136,0.34571322798728943,0.9586597084999084,27.897111892700195,5.346681594848633,0.0,0.0,0.0,0.0,1.0750000476837158,0.0,1.059999942779541,0.0,0.0,0.01875000074505806,1.9678668975830078,0.43306323885917664,0.0,0.0625,0.0,0.925000011920929,0.012500000186264515,0.0,5.0,0.0,74.0,1.0,0.0,4
111.0,0.0,574.0973510742188,0.0,0.4757872223854065,0.34652602672576904,0.9798581600189209,27.886882781982422,4.9382123947143555,0.0,0.0,0.0,0.0,1.100000023841858,0.0,1.0537633895874023,0.0,0.0,0.02500000037252903,2.025590658187866,0.3021736145019531,0.0,0.05376344174146652,0.0,0.9462365508079529,0.0,0.0,5.0,0.0,88.0,0.0,0.0,4
119.0,0.0,568.8989868164062,0.0,0.4804009795188904,0.348285973072052,0.9668088555335999,28.333290100097656,4.455164432525635,0.0,1.0,1.0,0.0,1.125,0.0,1.0557692050933838,0.0,0.0,0.13124999403953552,2.066927433013916,0.39561933279037476,0.0,0.057692307978868484,0.0,0.932692289352417,0.009615384973585606,0.0,6.0,0.0,97.0,1.0,0.0,4
132.0,0.0,562.4157104492188,0.0,0.48352110385894775,0.3513784110546112,0.9608128070831299,28.35238265991211,5.177158832550049,0.0,0.0,0.0,0.0,1.149999976158142,0.0,1.0586206912994385,0.0,0.0,0.03750000149011612,2.068678140640259,0.39953845739364624,0.0,0.06034482643008232,0.0,0.931034505367279,0.008620689623057842,0.0,7.0,0.0,108.0,1.0,0.0,4
151.0,0.0,559.8260498046875,0.0,0.4897579848766327,0.3545385003089905,0.9607399702072144,28.42852020263672,5.081709384918213,0.0,0.0,0.0,0.0,1.0125000476837158,0.0,1.0563910007476807,0.0,0.0,0.0031250000465661287,2.076481580734253,0.3607371747493744,0.0,0.05263157933950424,0.007518797181546688,0.9398496150970459,0.0,0.0,7.0,1.0,125.0,0.0,0.0,4
166.0,0.0,555.80859375,0.0,0.4973326027393341,0.35665425658226013,0.9672996997833252,28.834423065185547,4.607028484344482,0.0,0.0,0.0,0.0,0.875,0.0,1.066206932067871,0.0,0.0,0.03125,2.1094770431518555,0.5427411794662476,0.0,0.062068965286016464,0.013793103396892548,0.9103448390960693,0.013793103396892548,0.0,9.0,2.0,132.0,2.0,0.0,4
175.0,0.0,551.9180297851562,0.0,0.503223717212677,0.36208096146583557,0.974951446056366,28.807071685791016,4.8732991218566895,0.0,0.0,0.0,0.0,0.737500011920929,0.0,1.054430365562439,0.0,0.0,0.06562499701976776,2.02131724357605,0.482803612947464,0.0,0.050632912665605545,0.012658228166401386,0.9240506291389465,0.012658228166401386,0.0,8.0,2.0,146.0,2.0,0.0,4
184.0,0.0,540.752197265625,0.0,0.5026978850364685,0.36249175667762756,0.9759085774421692,28.485872268676758,4.802162170410156,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,1.0690475702285767,0.0,0.0,0.10000000149011612,2.0399913787841797,0.5774111151695251,0.0,0.0595238097012043,0.02380952425301075,0.9047619104385376,0.011904762126505375,0.0,10.0,4.0,152.0,2.0,0.0,2
183.0,0.0,535.2079467773438,0.0,0.5054096579551697,0.36534613370895386,0.9775751829147339,28.732608795166016,4.303124904632568,0.0,0.0,0.0,0.0,0.6875,0.0,1.0585365295410156,0.0,0.0,0.078125,2.0403425693511963,0.5385105013847351,0.0,0.04878048598766327,0.024390242993831635,0.9146341681480408,0.012195121496915817,0.0,8.0,4.0,150.0,2.0,0.0,5
190.0,0.0,530.7662353515625,0.0,0.5021026730537415,0.36354681849479675,0.9759684205055237,28.644739151000977,4.736610412597656,0.0,0.0,0.0,0.0,0.7749999761581421,0.0,1.0508571863174438,0.0,0.0,0.05624999850988388,1.9761103391647339,0.551071047782898,0.0,0.03999999910593033,0.02857142873108387,0.9142857193946838,0.017142856493592262,0.0,7.0,5.0,160.0,3.0,0.0,4
203.0,0.0,528.7373657226562,0.0,0.506953775882721,0.3634505867958069,0.9757355451583862,28.625186920166016,4.717100620269775,0.0,0.0,0.0,0.0,0.862500011920929,0.0,1.052380919456482,0.0,0.0,0.03437500074505806,2.006002902984619,0.5434317588806152,0.0,0.042328041046857834,0.026455026119947433,0.9153439402580261,0.01587301678955555,0.0,8.0,5.0,173.0,3.0,0.0,5
200.0,0.0,521.1172485351562,0.0,0.5111480951309204,0.3667042851448059,0.9783840775489807,28.643733978271484,4.347418785095215,0.0,1.0,1.0,0.0,0.949999988079071,0.0,1.047593593597412,0.0,0.0,0.11249999701976776,1.998018741607666,0.523720383644104,0.0,0.03743315488100052,0.026737967506051064,0.9197860956192017,0.01604278013110161,0.0,7.0,5.0,172.0,3.0,0.0,2
209.0,0.0,515.1187133789062,0.0,0.5122224688529968,0.3685273826122284,0.9865089058876038,28.587915420532227,4.633881568908691,0.0,0.0,0.0,1.0,1.0125000476837158,0.0,1.0515625476837158,0.0,0.0,0.25312501192092896,1.999023199081421,0.5369182825088501,0.0,0.0416666679084301,0.02604166604578495,0.9166666865348816,0.015625,0.0,8.0,5.0,176.0,3.0,0.0,5
222.0,0.0,514.8975830078125,0.0,0.5143327713012695,0.3697969615459442,0.9868382215499878,28.777379989624023,4.1728434562683105,0.0,0.0,0.0,1.0,1.0750000476837158,0.0,1.049009919166565,0.0,0.0,0.26875001192092896,2.0268514156341553,0.5163893699645996,0.0,0.039603959769010544,0.024752475321292877,0.9207921028137207,0.014851485379040241,0.0,8.0,5.0,186.0,3.0,0.0,4
223.0,0.0,510.2184753417969,0.0,0.5162822008132935,0.3703727126121521,0.984183669090271,28.80354118347168,4.21958065032959,0.0,0.0,0.0,1.0,1.1375000476837158,0.0,1.04341459274292,0.0,0.0,0.28437501192092896,2.0134408473968506,0.48782849311828613,0.0,0.03414634242653847,0.024390242993831635,0.9268292784690857,0.014634146355092525,0.0,7.0,5.0,190.0,3.0,0.0,5
237.0,0.0,510.5251770019531,0.0,0.5171690583229065,0.3697279989719391,0.9832255244255066,28.779991149902344,3.940110683441162,0.0,0.0,0.0,1.0,1.2000000476837158,0.0,1.0328829288482666,0.0,0.0,0.30000001192092896,1.9959174394607544,0.35130229592323303,0.0,0.022522522136569023,0.022522522136569023,0.9504504799842834,0.0045045046135783195,0.0,5.0,5.0,211.0,1.0,0.0,4
254.0,0.0,516.9957275390625,0.0,0.5189989805221558,0.3699588477611542,0.9833886027336121,29.17919921875,3.640531301498413,0.0,0.0,0.0,0.0,1.2625000476837158,0.0,1.0204166173934937,0.0,0.0,0.06562499701976776,2.0429418087005615,0.3389860689640045,0.0,0.012500000186264515,0.02083333395421505,0.9541666507720947,0.012500000186264515,0.0,3.0,5.0,229.0,3.0,0.0,5
261.0,0.0,512.1105346679688,0.0,0.5206205248832703,0.3701815605163574,0.9954627156257629,29.069787979125977,3.6170575618743896,0.0,0.0,0.0,0.0,1.3250000476837158,0.0,1.0223140716552734,0.0,0.0,0.08124999701976776,2.055825710296631,0.3382478952407837,0.0,0.01652892492711544,0.01652892492711544,0.9545454382896423,0.012396694160997868,0.0,4.0,4.0,231.0,3.0,0.0,4
283.0,0.0,510.94342041015625,0.0,0.5198023319244385,0.36973536014556885,0.9862545728683472,28.919618606567383,3.671571969985962,0.0,1.0,1.0,0.0,1.3875000476837158,0.0,1.0241509675979614,0.0,0.0,0.19687500596046448,2.0672874450683594,0.3364074230194092,0.0,0.01886792480945587,0.015094339847564697,0.9547169804573059,0.011320754885673523,0.0,5.0,4.0,253.0,3.0,0.0,4
315.0,0.0,513.87158203125,0.0,0.521233320236206,0.3710375130176544,0.9877534508705139,28.944000244140625,3.9118874073028564,0.0,0.0,0.0,0.0,1.4500000476837158,0.0,1.0241611003875732,0.0,0.0,0.11249999701976776,2.0991053581237793,0.3465579152107239,0.0,0.020134227350354195,0.01342281885445118,0.9530201554298401,0.01342281885445118,0.0,6.0,4.0,284.0,4.0,0.0,4
330.0,0.0,510.2318115234375,0.0,0.5199337601661682,0.3675013780593872,0.984879732131958,28.940345764160156,3.876342535018921,0.0,0.0,0.0,0.0,1.5,0.0,1.0214743614196777,0.0,0.0,0.125,2.100334882736206,0.3134754002094269,0.0,0.01923076994717121,0.009615384973585606,0.9583333134651184,0.012820512987673283,0.0,6.0,3.0,299.0,4.0,0.0,4
349.0,0.0,508.10009765625,0.0,0.5211373567581177,0.3688642978668213,0.9900703430175781,28.95508575439453,4.079854488372803,0.0,0.0,0.0,0.0,1.5499999523162842,0.0,1.0225225687026978,0.0,0.0,0.13750000298023224,2.1138389110565186,0.3327934145927429,0.0,0.021021021530032158,0.009009009227156639,0.954954981803894,0.015015015378594398,0.0,7.0,3.0,318.0,5.0,0.0,4
