n_orders_in_system,n_express_orders_pct,avg_due_date_tightness,fraction_already_late,zone_utilization_avg,zone_utilization_std,bottleneck_zone,avg_remaining_proc_time,std_remaining_proc_time,throughput_last_30min,breakdown_flag,n_broken_stations,lunch_break_flag,surge_multiplier,batch_pending_flag,avg_priority_weight,max_tardiness_so_far,sla_breach_rate_current,disruption_intensity,queue_imbalance,job_mix_entropy,time_pressure_ratio,pct_type_A,pct_type_B,pct_type_C,pct_type_D,pct_type_E,count_type_A,count_type_B,count_type_C,count_type_D,count_type_E,job_type_encoded,proc_time_next_station,remaining_proc_time,time_to_due,time_in_system,critical_ratio,station_queue_at_next,priority_score
1458.0,0.07544581592082977,-49.910430908203125,0.5443828105926514,0.5005119442939758,0.3316601514816284,0.9776297211647034,33.996273040771484,8.75466251373291,0.0,1.0,1.0,0.0,1.2999999523162842,0.0,1.4436893463134766,350.59710693359375,0.21568627655506134,0.17499999701976776,2.231121778488159,2.2044904232025146,0.6095700263977051,0.1768377274274826,0.3051317632198334,0.25034675002098083,0.19140082597732544,0.07628294080495834,255.0,440.0,361.0,276.0,110.0,0.0,0.0,0.0,-342.5419616699219,462.5419616699219,999.0,0.0,0.8593153844939166
1458.0,0.07544581592082977,-49.910430908203125,0.5443828105926514,0.5005119442939758,0.3316601514816284,0.9776297211647034,33.996273040771484,8.75466251373291,0.0,1.0,1.0,0.0,1.2999999523162842,0.0,1.4436893463134766,350.59710693359375,0.21568627655506134,0.17499999701976776,2.231121778488159,2.2044904232025146,0.6095700263977051,0.1768377274274826,0.3051317632198334,0.25034675002098083,0.19140082597732544,0.07628294080495834,255.0,440.0,361.0,276.0,110.0,0.0,0.0,0.0,-313.2547302246094,433.2547302246094,999.0,0.0,0.8559755702836789
1458.0,0.07544581592082977,-49.910430908203125,0.5443828105926514,0.5005119442939758,0.3316601514816284,0.9776297211647034,33.996273040771484,8.75466251373291,0.0,1.0,1.0,0.0,1.2999999523162842,0.0,1.4436893463134766,350.59710693359375,0.21568627655506134,0.17499999701976776,2.231121778488159,2.2044904232025146,0.6095700263977051,0.1768377274274826,0.3051317632198334,0.25034675002098083,0.19140082597732544,0.07628294080495834,255.0,440.0,361.0,276.0,110.0,4.0,0.0,0.0,-53.1360969543457,113.13609313964844,999.0,0.0,1.0
1482.0,0.0829959511756897,-47.5533561706543,0.5266029834747314,0.5189906358718872,0.34343522787094116,0.9944199323654175,33.860713958740234,8.844491958618164,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4427694082260132,357.2662048339844,0.24371373653411865,0.2750000059604645,2.2286503314971924,2.2013585567474365,0.608458399772644,0.1603001356124878,0.3008185625076294,0.27626192569732666,0.17871759831905365,0.0839017704129219,235.0,441.0,405.0,262.0,123.0,4.0,0.0,0.0,-77.6595230102539,137.65951538085938,999.0,0.0,1.0
1482.0,0.0829959511756897,-47.5533561706543,0.5266029834747314,0.5189906358718872,0.34343522787094116,0.9944199323654175,33.860713958740234,8.844491958618164,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4427694082260132,357.2662048339844,0.24371373653411865,0.2750000059604645,2.2286503314971924,2.2013585567474365,0.608458399772644,0.1603001356124878,0.3008185625076294,0.27626192569732666,0.17871759831905365,0.0839017704129219,235.0,441.0,405.0,262.0,123.0,0.0,0.0,0.0,-474.25018310546875,594.2501831054688,999.0,0.0,0.9166666666666667
1482.0,0.0829959511756897,-47.5533561706543,0.5266029834747314,0.5189906358718872,0.34343522787094116,0.9944199323654175,33.860713958740234,8.844491958618164,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4427694082260132,357.2662048339844,0.24371373653411865,0.2750000059604645,2.2286503314971924,2.2013585567474365,0.608458399772644,0.1603001356124878,0.3008185625076294,0.27626192569732666,0.17871759831905365,0.0839017704129219,235.0,441.0,405.0,262.0,123.0,0.0,0.0,0.0,-145.16146850585938,265.1614685058594,999.0,0.0,0.9166666666666667
1482.0,0.0829959511756897,-47.5533561706543,0.5266029834747314,0.5189906358718872,0.34343522787094116,0.9944199323654175,33.860713958740234,8.844491958618164,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4427694082260132,357.2662048339844,0.24371373653411865,0.2750000059604645,2.2286503314971924,2.2013585567474365,0.608458399772644,0.1603001356124878,0.3008185625076294,0.27626192569732666,0.17871759831905365,0.0839017704129219,235.0,441.0,405.0,262.0,123.0,4.0,0.0,0.0,-227.33360290527344,287.3336181640625,999.0,0.0,1.0
1482.0,0.0829959511756897,-47.5533561706543,0.5266029834747314,0.5189906358718872,0.34343522787094116,0.9944199323654175,33.860713958740234,8.844491958618164,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4427694082260132,357.2662048339844,0.24371373653411865,0.2750000059604645,2.2286503314971924,2.2013585567474365,0.608458399772644,0.1603001356124878,0.3008185625076294,0.27626192569732666,0.17871759831905365,0.0839017704129219,235.0,441.0,405.0,262.0,123.0,4.0,0.0,0.0,-108.00209045410156,168.00209045410156,999.0,0.0,1.0
1482.0,0.0829959511756897,-47.5533561706543,0.5266029834747314,0.5189906358718872,0.34343522787094116,0.9944199323654175,33.860713958740234,8.844491958618164,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4427694082260132,357.2662048339844,0.24371373653411865,0.2750000059604645,2.2286503314971924,2.2013585567474365,0.608458399772644,0.1603001356124878,0.3008185625076294,0.27626192569732666,0.17871759831905365,0.0839017704129219,235.0,441.0,405.0,262.0,123.0,0.0,0.0,0.0,-360.0086975097656,480.0086975097656,999.0,0.0,0.9032629113096208
1482.0,0.0829959511756897,-47.5533561706543,0.5266029834747314,0.5189906358718872,0.34343522787094116,0.9944199323654175,33.860713958740234,8.844491958618164,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4427694082260132,357.2662048339844,0.24371373653411865,0.2750000059604645,2.2286503314971924,2.2013585567474365,0.608458399772644,0.1603001356124878,0.3008185625076294,0.27626192569732666,0.17871759831905365,0.0839017704129219,235.0,441.0,405.0,262.0,123.0,4.0,0.0,0.0,-69.08509826660156,129.08509826660156,999.0,0.0,1.0
1482.0,0.0829959511756897,-47.5533561706543,0.5266029834747314,0.5189906358718872,0.34343522787094116,0.9944199323654175,33.860713958740234,8.844491958618164,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4427694082260132,357.2662048339844,0.24371373653411865,0.2750000059604645,2.2286503314971924,2.2013585567474365,0.608458399772644,0.1603001356124878,0.3008185625076294,0.27626192569732666,0.17871759831905365,0.0839017704129219,235.0,441.0,405.0,262.0,123.0,0.0,0.0,0.0,-366.0238342285156,486.0238342285156,999.0,0.0,0.9090798790986417
